cloud_account_id,cloud_device_id,cloud_timestamp,metadata,model,serial,system_status,system_status_int,timestamp,mcpm10,ncpm4x0,ncpm10,tpsize,mcpm2x5,mcpm4x0,ncpm1x0,mcpm1x0,mcpm2x5_aqi,ncpm2x5,fanspd,mcpm10_aqi,ncpm0x5,rh_percent,temp_c,device_id,device_name
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T14:01:47.699Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 14:00:47+00:00,6.0,64.0,64.0,0.46,6.0,6.0,64.0,6.0,25.0,64.0,6000.0,6.0,55.0,80.0,22.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T15:01:47.714Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 15:00:47+00:00,5.0,53.0,53.0,0.41,5.0,5.0,53.0,5.0,21.0,53.0,6002.0,5.0,45.0,81.0,22.9,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T16:01:47.723Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 16:00:47+00:00,2.0,19.0,19.0,0.44,2.0,2.0,19.0,2.0,8.0,19.0,5995.0,2.0,16.0,80.0,24.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T17:01:47.733Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 17:00:47+00:00,2.0,21.0,21.0,0.43,2.0,2.0,21.0,2.0,8.0,21.0,5997.0,2.0,18.0,77.0,24.9,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T18:01:47.759Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 18:00:47+00:00,2.0,22.0,22.0,0.39,2.0,2.0,22.0,2.0,8.0,22.0,6002.0,2.0,19.0,79.0,24.3,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T19:01:47.773Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 19:00:47+00:00,2.0,19.0,19.0,0.46,2.0,2.0,19.0,2.0,8.0,19.0,6000.0,2.0,16.0,80.0,24.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T20:01:47.772Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 20:00:47+00:00,2.0,22.0,22.0,0.41,2.0,2.0,21.0,2.0,8.0,22.0,6003.0,2.0,18.0,79.0,23.8,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T21:01:47.785Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 21:00:47+00:00,2.0,22.0,22.0,0.43,2.0,2.0,22.0,2.0,8.0,22.0,5999.0,2.0,19.0,79.0,24.2,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T22:01:47.798Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 22:00:47+00:00,2.0,16.0,16.0,0.43,2.0,2.0,16.0,2.0,8.0,16.0,6002.0,2.0,14.0,80.0,23.3,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-12T23:01:47.832Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-12 23:00:47+00:00,2.0,17.0,17.0,0.44,2.0,2.0,17.0,2.0,8.0,17.0,5999.0,2.0,14.0,81.0,22.8,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T00:01:47.82Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 00:00:47+00:00,1.0,15.0,15.0,0.44,1.0,1.0,15.0,1.0,4.0,15.0,6004.0,1.0,13.0,81.0,22.8,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T01:01:47.836Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 01:00:47+00:00,2.0,19.0,19.0,0.45,2.0,2.0,19.0,2.0,8.0,19.0,6002.0,2.0,16.0,82.0,22.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T02:01:48.224Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 02:00:47+00:00,2.0,20.0,20.0,0.45,2.0,2.0,20.0,2.0,8.0,20.0,5998.0,2.0,17.0,82.0,22.4,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T03:01:47.874Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 03:00:47+00:00,2.0,24.0,24.0,0.44,2.0,2.0,23.0,2.0,8.0,24.0,5998.0,2.0,20.0,81.0,22.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T04:01:47.864Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 04:00:47+00:00,3.0,27.0,27.0,0.44,3.0,3.0,27.0,2.0,13.0,27.0,6004.0,3.0,23.0,82.0,22.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T05:01:47.867Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 05:00:47+00:00,3.0,26.0,26.0,0.46,3.0,3.0,26.0,2.0,13.0,26.0,6000.0,3.0,22.0,82.0,22.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T06:01:47.885Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 06:00:47+00:00,2.0,20.0,20.0,0.44,2.0,2.0,20.0,2.0,8.0,20.0,6000.0,2.0,17.0,82.0,22.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T07:01:47.887Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 07:00:47+00:00,1.0,12.0,12.0,0.47,1.0,1.0,12.0,1.0,4.0,12.0,6000.0,1.0,10.0,82.0,22.3,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T08:01:47.905Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 08:00:47+00:00,1.0,11.0,11.0,0.45,1.0,1.0,11.0,1.0,4.0,11.0,6000.0,1.0,10.0,82.0,22.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T09:01:47.926Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 09:00:47+00:00,1.0,8.0,8.0,0.47,1.0,1.0,8.0,1.0,4.0,8.0,5998.0,1.0,7.0,82.0,22.2,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T10:01:47.937Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 10:00:47+00:00,1.0,5.0,5.0,0.46,1.0,1.0,5.0,1.0,4.0,5.0,6001.0,1.0,5.0,82.0,22.4,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T11:01:47.937Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 11:00:47+00:00,1.0,6.0,6.0,0.49,1.0,1.0,6.0,1.0,4.0,6.0,6000.0,1.0,5.0,82.0,21.9,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T12:01:47.956Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 12:00:47+00:00,2.0,22.0,22.0,0.42,2.0,2.0,22.0,2.0,8.0,22.0,6001.0,2.0,19.0,82.0,23.0,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T13:01:49.191Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 13:00:47+00:00,1.0,12.0,12.0,0.45,1.0,1.0,12.0,1.0,4.0,12.0,5999.0,1.0,10.0,80.0,24.2,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T14:01:47.996Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 14:00:47+00:00,1.0,8.0,8.0,0.44,1.0,1.0,8.0,1.0,4.0,8.0,6007.0,1.0,7.0,78.0,24.7,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T15:01:48.079Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 15:00:47+00:00,1.0,10.0,10.0,0.43,1.0,1.0,10.0,1.0,4.0,10.0,6000.0,1.0,8.0,74.0,26.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T16:01:48.041Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 16:00:47+00:00,1.0,12.0,12.0,0.38,1.0,1.0,12.0,1.0,4.0,12.0,6001.0,1.0,10.0,76.0,26.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T17:01:48.021Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 17:00:47+00:00,1.0,11.0,11.0,0.4,1.0,1.0,11.0,1.0,4.0,11.0,6002.0,1.0,9.0,67.0,30.3,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T18:01:48.046Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 18:00:47+00:00,1.0,11.0,11.0,0.4,1.0,1.0,11.0,1.0,4.0,11.0,6002.0,1.0,10.0,49.0,36.8,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T19:01:48.061Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 19:00:47+00:00,1.0,10.0,10.0,0.37,1.0,1.0,10.0,1.0,4.0,10.0,5996.0,1.0,9.0,46.0,37.4,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T20:01:48.077Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 20:00:47+00:00,2.0,14.0,14.0,0.39,2.0,2.0,14.0,1.0,8.0,14.0,6000.0,2.0,12.0,52.0,33.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T21:01:48.105Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 21:00:47+00:00,2.0,17.0,17.0,0.43,2.0,2.0,17.0,2.0,8.0,17.0,6001.0,2.0,15.0,67.0,27.4,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T22:01:48.108Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 22:00:47+00:00,2.0,16.0,16.0,0.43,2.0,2.0,16.0,2.0,8.0,16.0,6001.0,2.0,14.0,65.0,27.2,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-13T23:01:48.133Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-13 23:00:47+00:00,2.0,16.0,16.0,0.43,2.0,2.0,16.0,2.0,8.0,16.0,5996.0,2.0,13.0,65.0,26.3,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T00:01:48.148Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 00:00:47+00:00,2.0,18.0,18.0,0.4,2.0,2.0,18.0,2.0,8.0,18.0,5997.0,2.0,15.0,72.0,24.2,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T01:01:49.437Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 01:00:47+00:00,2.0,21.0,21.0,0.45,2.0,2.0,21.0,2.0,8.0,21.0,6001.0,2.0,18.0,77.0,22.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T02:01:48.169Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 02:00:47+00:00,2.0,25.0,25.0,0.43,2.0,2.0,25.0,2.0,8.0,25.0,6002.0,2.0,22.0,78.0,22.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T03:01:48.172Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 03:00:47+00:00,2.0,24.0,24.0,0.41,2.0,2.0,24.0,2.0,8.0,24.0,5997.0,2.0,21.0,79.0,21.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T04:01:48.179Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 04:00:47+00:00,3.0,31.0,31.0,0.42,3.0,3.0,30.0,3.0,13.0,31.0,6003.0,3.0,26.0,79.0,20.7,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T05:01:48.191Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 05:00:47+00:00,3.0,28.0,28.0,0.41,3.0,3.0,28.0,3.0,13.0,28.0,6001.0,3.0,24.0,80.0,20.2,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T06:01:48.191Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 06:00:47+00:00,3.0,27.0,27.0,0.42,3.0,3.0,27.0,2.0,13.0,27.0,6000.0,3.0,23.0,80.0,19.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T07:01:48.203Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 07:00:47+00:00,2.0,26.0,26.0,0.43,2.0,2.0,26.0,2.0,8.0,26.0,5998.0,2.0,22.0,80.0,19.3,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T08:01:48.22Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 08:00:47+00:00,3.0,35.0,35.0,0.47,3.0,3.0,35.0,3.0,13.0,35.0,6000.0,3.0,30.0,80.0,19.7,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T09:01:48.229Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 09:00:47+00:00,4.0,41.0,41.0,0.45,4.0,4.0,41.0,4.0,17.0,41.0,5999.0,4.0,35.0,80.0,19.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T10:01:48.226Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 10:00:47+00:00,3.0,33.0,33.0,0.45,3.0,3.0,33.0,3.0,13.0,33.0,5999.0,3.0,28.0,80.0,19.9,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T11:01:48.253Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 11:00:47+00:00,3.0,33.0,33.0,0.45,3.0,3.0,33.0,3.0,13.0,33.0,6000.0,3.0,28.0,80.0,20.4,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T12:01:48.241Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 12:00:47+00:00,4.0,44.0,44.0,0.5,4.0,4.0,43.0,4.0,17.0,44.0,5997.0,4.0,37.0,78.0,21.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T13:01:48.261Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 13:00:47+00:00,6.0,57.0,57.0,0.43,6.0,6.0,56.0,5.0,25.0,57.0,6001.0,6.0,48.0,79.0,23.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T14:01:48.271Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 14:00:47+00:00,4.0,40.0,40.0,0.43,4.0,4.0,40.0,4.0,17.0,40.0,6004.0,4.0,34.0,69.0,26.4,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T15:01:48.291Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 15:00:47+00:00,4.0,37.0,37.0,0.4,4.0,4.0,37.0,4.0,17.0,37.0,5997.0,4.0,31.0,67.0,27.8,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T16:01:48.301Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 16:00:47+00:00,4.0,35.0,35.0,0.41,4.0,4.0,35.0,3.0,17.0,35.0,6004.0,4.0,30.0,60.0,29.6,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T17:01:48.326Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 17:00:47+00:00,3.0,25.0,25.0,0.38,3.0,3.0,25.0,3.0,13.0,25.0,5997.0,3.0,21.0,48.0,32.8,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T18:01:48.331Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 18:00:47+00:00,4.0,37.0,37.0,0.41,4.0,4.0,37.0,3.0,17.0,37.0,6000.0,4.0,31.0,77.0,25.1,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T19:01:48.351Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 19:00:47+00:00,2.0,24.0,24.0,0.45,2.0,2.0,23.0,2.0,8.0,24.0,5998.0,2.0,20.0,76.0,23.5,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T20:01:48.367Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 20:00:47+00:00,2.0,18.0,18.0,0.42,2.0,2.0,18.0,2.0,8.0,18.0,6002.0,2.0,16.0,79.0,22.7,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T21:01:48.365Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 21:00:47+00:00,2.0,17.0,17.0,0.42,2.0,2.0,17.0,2.0,8.0,17.0,6003.0,2.0,15.0,80.0,21.9,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T22:01:48.395Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 22:00:47+00:00,2.0,19.0,19.0,0.43,2.0,2.0,19.0,2.0,8.0,19.0,6001.0,2.0,16.0,81.0,22.0,curp4k5veott0jmp5aj0,BS-01 (Eno)
csghurush10fmp9n6tv0,curp4k5veott0jmp5aj0,2025-05-14T23:01:48.399Z,"{'friendly_name': 'BS-01 (Eno)', 'is_indoor': False, 'is_public': False, 'location': {'latitude': 36.0544679, 'longitude': -78.97232}}",8143,81432411009,[],0,2025-05-14 23:00:47+00:00,2.0,21.0,21.0,0.42,2.0,2.0,21.0,2.0,8.0,21.0,6002.0,2.0,18.0,78.0,22.7,curp4k5veott0jmp5aj0,BS-01 (Eno)
